consumerid,choice,value_total,pg_km_adj,pgmidgrade_km_adj,pe_km_adj,dv_ctb,dv_bh,dv_rec,dv_female,dv_age_25to40y,dv_age_morethan65y,dv_somesecondary,dv_somecollege,dv_carpriceadj_p75p100,dv_usageveh_p75p100,stationvisit_avgcarprice_adj
158,2,59.8,.3018652,.3020666,.3401671,0,0,0,0,1,0,0,1,0,0,33.59273
159,1,50,.2963311,.2965289,.3442158,0,0,0,1,1,0,0,1,0,0,33.59273
160,1,119.01,.3245968,.3248134,.3642163,0,0,0,0,0,0,0,1,1,1,33.59273
161,1,50,.3079783,.3081838,.3481635,0,0,0,0,0,0,0,1,0,0,33.59273
162,3,50,.3803337,.3805875,.4285348,0,0,0,0,0,0,0,1,1,0,33.59273
199,2,30,.3389302,.3502316,.3527102,0,0,0,1,1,0,0,1,1,0,31.5279
200,1,40,.2934537,.3032388,.3013696,0,0,0,1,1,0,0,1,0,0,31.5279
201,1,30,.3219535,.3326889,.3366049,0,0,0,1,1,0,0,1,0,0,31.5279
202,1,30,.2778505,.2871153,.2824737,0,0,0,1,1,0,0,1,0,0,31.5279
203,3,30,.3699854,.3823223,.3721102,0,0,0,0,0,0,1,0,0,0,31.5279
204,2,50,.3275863,.3385095,.3305767,0,0,0,1,1,0,0,1,0,0,31.5279
205,3,40,.3597995,.3717968,.3755538,0,0,0,1,1,0,0,1,1,0,31.5279
206,1,30,.2976979,.3076245,.3059028,0,0,0,1,0,0,1,0,0,0,31.5279
207,1,20,.3048995,.3150662,.3076212,0,0,0,1,0,0,0,1,0,0,31.5279
208,3,40,.2976979,.3076245,.3059028,0,0,0,1,1,0,0,1,0,0,31.5279
209,1,50,.2913556,.3010707,.3004726,0,0,0,1,1,0,0,1,1,0,31.5279
210,1,40,.351055,.3627608,.3527469,0,0,0,1,1,0,1,0,1,0,31.5279
211,3,50,.3402661,.3516121,.3426903,0,0,0,1,1,0,0,1,1,0,31.5279
212,3,40,.350258,.3619372,.3652329,0,0,0,0,0,0,0,1,0,0,31.5279
213,1,30,.3426899,.3541168,.3466796,0,0,0,1,1,0,1,0,1,0,31.5279
214,3,70,.3326382,.3437299,.3431236,0,0,0,0,0,0,0,1,0,0,31.5279
215,1,40,.3555663,.3674224,.3598123,0,0,0,0,1,0,0,1,1,0,31.5279
216,1,30,.2881336,.2977412,.2902613,0,0,0,1,1,0,0,1,0,0,31.5279
253,1,25,.2444973,.2537621,.2421011,0,0,0,0,0,0,0,1,0,0,28.26698
254,3,89.03,.3454742,.3585654,.3163782,0,0,0,0,1,0,0,1,1,0,28.26698
255,3,40,.3061,.3176991,.3105406,0,0,0,0,0,1,0,1,1,0,28.26698
256,1,77.53,.2770781,.2875775,.2759791,0,0,0,1,0,1,0,1,1,0,28.26698
257,1,120,.2513458,.2608701,.2461654,0,0,0,0,1,0,0,1,0,1,28.26698
258,1,30,.2895204,.3004913,.2880667,0,0,0,0,1,0,0,1,0,0,28.26698
259,1,124,.2570801,.2668217,.2523357,0,0,0,0,0,0,1,0,0,1,28.26698
260,1,50,.2869389,.297812,.2996879,0,0,0,0,1,0,0,1,1,1,28.26698
261,3,69.98,.3337995,.3464482,.3405254,0,0,0,0,1,0,0,1,0,1,28.26698
262,3,50,.3980286,.4131112,.3894699,0,0,0,0,0,0,0,1,0,1,28.26698
263,1,30,.259861,.269708,.2558299,0,0,0,1,1,0,0,1,1,1,28.26698
264,3,50,.2509808,.2604913,.2450966,0,0,0,0,0,0,0,1,0,0,28.26698
265,2,61.01,.3112659,.3230608,.3161076,0,0,0,0,0,1,0,1,1,1,28.26698
266,1,89,.2902668,.3012659,.283798,0,0,0,0,0,0,0,1,1,1,28.26698
267,1,20,.2584523,.2682459,.2563435,0,0,0,0,0,1,1,0,0,0,28.26698
268,3,90,.2743839,.2847812,.282929,0,0,0,0,0,0,0,1,0,0,28.26698
269,1,73.02,.2924549,.303537,.2983728,0,0,0,0,0,0,0,1,0,1,28.26698
270,1,20,.2976086,.308886,.297257,0,0,0,1,1,0,0,1,0,1,28.26698
307,1,64.8,.2703441,.2852036,.265301,0,0,0,1,1,0,0,1,0,1,32.27898
308,3,120,.2595402,.2738059,.2450966,0,0,0,0,1,0,0,1,0,1,32.27898
309,1,98,.387043,.4083169,.3746279,0,0,0,1,1,0,1,0,1,0,32.27898
310,3,78.11,.3274068,.3454027,.3218777,0,0,0,0,1,0,0,1,1,0,32.27898
311,3,30,.3014672,.3180374,.2869146,0,0,0,0,1,0,1,0,0,0,32.27898
312,3,70,.2981367,.3145238,.2875618,0,0,0,0,1,0,0,1,1,1,32.27898
313,1,100,.301011,.3175561,.2844512,0,0,0,0,1,0,0,1,1,1,32.27898
314,3,20,.246646,.260203,.2450319,0,0,0,0,1,0,0,1,0,1,32.27898
315,1,87.3,.2731977,.288214,.2656544,0,0,0,0,0,0,0,1,1,1,32.27898
316,3,73.47,.2969492,.3132711,.2967474,0,0,0,1,1,0,0,1,0,1,32.27898
317,2,108,.3028267,.3194716,.2879558,0,0,0,0,0,0,0,1,1,1,32.27898
318,3,82.03,.3182266,.335718,.3112552,0,0,0,0,0,0,0,1,1,1,32.27898
319,1,50,.2708961,.285786,.2621816,0,0,0,1,0,0,0,1,0,1,32.27898
320,1,120,.2943081,.3104848,.2780274,0,0,0,0,1,0,0,1,0,1,32.27898
321,3,78.8,.301011,.3175561,.2844512,0,0,0,1,1,0,0,1,1,1,32.27898
322,1,20,.2635066,.2779902,.2526281,0,0,0,0,0,0,0,1,0,1,32.27898
323,1,150,.3059274,.3227428,.2891704,0,0,0,0,0,0,0,1,1,1,32.27898
324,3,90,.2658475,.2804599,.2523357,0,0,0,1,0,0,0,1,0,1,32.27898
361,3,10,.3245949,.3425019,.3660955,0,0,1,0,0,0,0,1,0,1,25.20679
362,1,144,.2997045,.3162383,.3437084,0,0,1,0,1,0,0,1,0,1,25.20679
363,1,110.05,.2949674,.3112399,.3380751,0,0,1,0,1,0,0,1,1,1,25.20679
364,1,50,.2490214,.2627592,.2941141,0,0,1,0,1,0,0,1,0,0,25.20679
365,3,50,.2612321,.2756436,.2944099,0,0,1,0,1,0,0,1,0,0,25.20679
366,3,50,.2779432,.2932766,.3198988,0,0,1,0,0,0,0,1,0,0,25.20679
367,3,50,.2659598,.280632,.2984495,0,0,1,0,0,0,1,0,0,0,25.20679
368,1,50,.285857,.3016269,.3343213,0,0,1,1,0,0,0,1,0,0,25.20679
369,3,20,.2659598,.280632,.2984495,0,0,1,0,0,0,1,0,0,0,25.20679
370,1,50,.2553561,.2694434,.2905467,0,0,1,1,1,0,0,1,0,1,25.20679
371,1,30,.2820376,.2975969,.3167832,0,0,1,0,0,0,0,1,0,1,25.20679
372,1,50,.2457422,.2592992,.2899794,0,0,1,0,0,0,0,1,0,1,25.20679
373,1,20,.2513275,.2651926,.2809917,0,0,1,0,1,0,0,1,0,0,25.20679
374,3,10,.3023258,.3190043,.3382314,0,0,1,0,0,0,0,1,0,0,25.20679
375,1,50,.2519091,.2658063,.286511,0,0,1,1,1,0,0,1,0,0,25.20679
376,1,50,.2697056,.2845845,.3037524,0,0,1,0,0,0,1,0,0,1,25.20679
377,3,70,.2737629,.2888656,.3073432,0,0,1,0,1,0,0,0,0,0,25.20679
378,3,70,.33879,.3574801,.3893558,0,0,1,0,1,0,1,0,1,0,25.20679
415,1,50,.282596,.2980103,.3255988,0,0,1,0,0,0,0,1,0,1,25.8991
416,1,100,.2964542,.3126244,.3333716,0,0,1,0,1,0,1,0,1,1,25.8991
417,1,131.69,.2805222,.2958234,.3270186,0,0,1,1,0,0,0,1,0,1,25.8991
418,2,120.93,.4300517,.453509,.4956094,0,0,1,0,0,0,0,1,1,1,25.8991
419,1,30,.254845,.2687456,.2861128,0,0,1,0,1,0,1,0,0,1,25.8991
420,1,10,.2852532,.3008125,.319908,0,0,1,0,0,0,0,1,0,1,25.8991
421,1,30,.2811121,.2964455,.3230542,0,0,1,0,1,0,1,0,0,1,25.8991
422,1,20,.2568389,.2708483,.284562,0,0,1,0,0,0,0,1,0,1,25.8991
423,1,15,.269089,.2837665,.3086921,0,0,1,0,0,0,0,1,0,1,25.8991
424,1,73,.2922596,.308201,.349477,0,0,1,0,0,0,0,1,0,1,25.8991
425,1,50,.2642105,.278622,.2973139,0,0,1,1,1,0,0,1,0,1,25.8991
426,1,30,.258333,.2724238,.2900973,0,0,1,1,0,0,0,1,0,1,25.8991
427,1,50,.2657728,.2802695,.2827351,0,0,1,1,1,0,0,1,0,0,25.8991
428,1,20,.2640244,.2784257,.292555,0,0,1,0,1,0,0,1,0,1,25.8991
429,1,10,.2648954,.2793442,.295854,0,0,1,0,0,0,1,0,0,1,25.8991
430,1,20,.2582675,.2723548,.2934126,0,0,1,1,0,0,0,1,0,0,25.8991
431,3,40,.3981,.4198146,.4574393,0,0,1,0,1,0,0,0,1,1,25.8991
432,1,30,.2868914,.30254,.330769,0,0,1,0,0,0,0,1,0,1,25.8991
469,1,30,.3230435,.3358258,.3595812,0,0,1,1,0,0,0,1,1,1,27.29726
470,3,30,.2968166,.3085612,.341585,0,0,1,0,0,0,1,0,0,0,27.29726
471,1,35,.2719265,.2826862,.2999915,0,0,1,0,0,0,1,0,0,0,27.29726
472,1,15,.2746439,.2855111,.3045236,0,0,1,0,1,0,0,1,0,1,27.29726
473,1,20,.2794294,.290486,.3204665,0,0,1,0,1,0,1,0,0,0,27.29726
474,3,20,.2575606,.2677519,.2879913,0,0,1,0,1,0,1,0,0,1,27.29726
475,3,80,.301253,.3131731,.3342592,0,0,1,0,0,0,0,1,0,1,27.29726
476,1,50,.2575606,.2677519,.2879913,0,0,1,1,1,0,1,0,0,0,27.29726
477,1,40,.2794294,.290486,.3204665,0,0,1,0,1,0,0,1,0,0,27.29726
478,3,20,.2759587,.2868779,.3118781,0,0,1,1,1,0,1,0,0,1,27.29726
479,1,120,.4252283,.4420539,.4819694,0,0,1,0,0,0,0,1,1,1,27.29726
480,1,50,.2681056,.2787141,.2957129,0,0,1,0,0,0,0,1,0,1,27.29726
481,1,20,.2719265,.2826862,.2999915,0,0,1,1,0,0,0,1,0,0,27.29726
482,3,10,.2634709,.2738959,.2918141,0,0,1,1,0,0,0,1,0,0,27.29726
483,1,10,.2576251,.2678189,.284782,0,0,1,1,1,0,1,0,0,0,27.29726
484,1,30,.2508511,.2607768,.2771681,0,0,1,0,0,0,0,1,0,1,27.29726
485,1,25,.2719265,.2826862,.2999915,0,0,1,1,0,0,1,0,0,0,27.29726
486,1,100,.3009526,.3128608,.3321832,0,0,1,1,0,0,1,0,1,1,27.29726
523,1,110.05,.3356674,.3472461,.3396492,0,0,0,0,0,0,0,1,0,0,32.70084
524,1,71,.3188147,.3298121,.3152993,0,0,0,0,0,0,0,1,1,1,32.70084
525,1,90,.3303293,.3417239,.326688,0,0,0,1,0,0,0,1,1,1,32.70084
526,1,83.01,.2859977,.2958632,.2852419,0,0,0,1,1,0,0,1,1,0,32.70084
527,1,96.77,.3411178,.3528845,.3450748,0,0,0,0,0,0,0,1,0,1,32.70084
528,1,100.02,.3168832,.327814,.3150388,0,0,0,1,0,0,0,1,1,0,32.70084
529,1,40,.28714,.2970448,.2947492,0,0,0,1,1,0,0,1,0,0,32.70084
530,1,50,.2819445,.2916701,.2811013,0,0,0,1,1,0,0,1,1,0,32.70084
531,1,47.66,.2875153,.2974331,.2851602,0,0,0,0,1,0,0,1,0,0,32.70084
532,1,50,.3477478,.3597433,.3576059,0,0,0,1,1,0,0,1,1,0,32.70084
533,3,44,.2956751,.3058744,.3040037,0,0,0,0,1,0,0,1,0,0,32.70084
534,3,40,.2875153,.2974331,.2851602,0,0,0,1,0,1,1,0,0,0,32.70084
535,3,30,.4194542,.4339231,.3865808,0,0,0,0,1,0,0,1,0,0,32.70084
536,3,78,.2615481,.2705701,.2588656,0,0,0,0,0,0,0,1,0,1,32.70084
537,3,30,.3402903,.3520285,.3429939,0,0,0,1,1,0,0,1,1,0,32.70084
538,3,45.01,.3346685,.3462128,.337092,0,0,0,1,0,0,0,1,1,0,32.70084
539,1,43.01,.3921309,.4056573,.3976666,0,0,0,0,1,0,0,0,1,0,32.70084
540,3,90.03,.2863555,.2962332,.2844147,0,0,0,0,1,0,0,1,0,1,32.70084
577,1,150.01,.2893949,.3051859,.274277,0,0,0,0,0,0,0,1,0,1,31.52537
578,1,100,.3063502,.3230662,.292805,0,0,0,1,1,0,0,1,0,1,31.52537
579,3,50,.2885823,.3043289,.275936,0,0,0,0,0,0,0,1,1,0,31.52537
580,3,50,.2975216,.3137559,.2980835,0,0,0,1,0,0,0,1,1,0,31.52537
581,3,68.02,.2997576,.3161139,.2933052,0,0,0,1,1,0,0,1,0,0,31.52537
582,3,68.33,.3238877,.3415607,.3081688,0,0,0,0,1,0,0,1,0,1,31.52537
583,2,50,.3002314,.3166136,.2832847,0,0,0,1,0,0,0,1,0,1,31.52537
584,3,30,.3049983,.3216406,.2879108,0,0,0,0,1,0,0,1,0,0,31.52537
586,2,140,.3205087,.3379974,.3112065,0,0,0,0,1,0,0,1,1,1,31.52537
588,3,50,.2965364,.3127169,.285424,0,0,0,0,1,0,0,1,1,0,31.52537
589,3,70,.2889658,.3047333,.2824566,0,0,0,0,1,0,1,0,0,1,31.52537
590,1,60,.2852139,.3007766,.274529,0,0,0,0,1,0,0,1,0,0,31.52537
591,3,66,.2726388,.2875153,.25663,0,0,0,0,0,0,0,1,0,1,31.52537
592,1,50,.2975502,.3137861,.2792075,0,0,0,0,0,0,0,1,1,0,31.52537
593,1,50,.2517296,.2654653,.2484869,0,0,0,1,1,0,0,1,0,0,31.52537
594,3,30,.2909883,.3068661,.2824195,0,0,0,0,1,0,0,1,1,0,31.52537
631,1,70,.3043697,.3212854,.2922304,0,0,0,0,0,0,1,0,0,0,28.15373
632,2,50,.3317538,.3501915,.3305373,0,0,0,0,0,0,1,0,0,0,28.15373
633,3,57.93,.285651,.3015264,.2823753,0,0,0,0,1,0,1,0,1,0,28.15373
634,3,20,.2896568,.3057549,.2884054,0,0,0,1,0,0,0,1,0,0,28.15373
635,1,120,.2880783,.3040886,.2870651,0,0,0,0,1,0,1,0,0,1,28.15373
636,1,50,.2861034,.3020039,.2723195,0,0,0,0,1,0,0,1,0,0,28.15373
637,1,40,.3144656,.3319424,.3029299,0,0,0,1,1,0,0,1,1,0,28.15373
638,2,20,.31463,.3321159,.3111579,0,0,0,0,1,0,0,1,1,0,28.15373
639,1,105.01,.2896568,.3057549,.2884054,0,0,0,0,0,1,0,0,0,1,28.15373
640,3,20,.2772513,.2926598,.2736096,0,0,0,0,1,0,0,1,1,0,28.15373
641,2,50,.2900673,.3061881,.2782315,0,0,0,0,0,0,0,1,0,1,28.15373
642,1,104,.271203,.2862754,.2693173,0,0,0,1,1,0,0,1,0,1,28.15373
643,3,59.17,.2914355,.3076324,.2833478,0,0,0,1,1,0,0,1,0,0,28.15373
644,3,50,.3072765,.3243538,.3003514,0,0,0,0,1,0,0,1,0,1,28.15373
645,3,10,.2471124,.260846,.2484481,0,0,0,0,0,0,1,0,0,1,28.15373
646,1,20,.3257163,.3438184,.3144548,0,0,0,0,1,0,1,0,1,0,28.15373
647,1,50,.2775281,.2929521,.2640656,0,0,0,1,1,0,0,1,1,0,28.15373
648,1,106,.2599015,.2743458,.2474768,0,0,0,1,0,0,0,1,0,0,28.15373
685,1,20,.3106306,.3283332,.3605893,0,0,1,1,1,0,0,1,0,0,29.7076
686,1,50,.300865,.318011,.3487777,0,0,1,1,1,0,1,0,1,0,29.7076
687,1,30,.2850673,.3013131,.3302619,0,0,1,0,0,0,1,0,0,0,29.7076
688,1,20,.300865,.318011,.3487777,0,0,1,1,1,0,0,1,1,0,29.7076
689,1,30,.3424336,.3619486,.3924064,0,0,1,1,0,0,0,1,1,0,29.7076
690,1,30,.3364148,.3555869,.3853065,0,0,1,1,0,1,0,1,1,0,29.7076
691,1,30,.2731125,.288677,.3131935,0,0,1,0,0,0,0,1,0,0,29.7076
692,1,29.37,.2858337,.3021231,.3188919,0,0,1,0,0,0,0,1,0,0,29.7076
693,1,60,.2768215,.2925974,.3203263,0,0,1,0,1,0,0,1,0,0,29.7076
694,1,26,.2745576,.2902044,.3107745,0,0,1,1,1,0,1,0,0,0,29.7076
695,1,30.74,.2893772,.3058686,.3354645,0,0,1,0,1,0,1,0,0,0,29.7076
696,1,69.42,.2808839,.2968912,.3252182,0,0,1,1,1,0,0,1,0,1,29.7076
697,1,20,.3730837,.3943455,.4415958,0,0,1,0,1,0,0,1,1,0,29.7076
698,1,36,.3170446,.3351127,.3661729,0,0,1,1,1,0,0,1,1,0,29.7076
699,1,50,.2850673,.3013131,.3302619,0,0,1,1,1,0,0,1,0,0,29.7076
700,2,132.04,.2826053,.2987107,.3179111,0,0,1,0,1,0,0,1,1,0,29.7076
701,1,30,.2915824,.3081994,.3291845,0,0,1,1,1,0,0,1,0,0,29.7076
702,1,30,.2706749,.2861004,.3063045,0,0,1,1,1,0,1,0,0,0,29.7076
739,1,20,.3201021,.3315384,.3624939,0,0,1,0,1,0,0,1,0,0,28.02414
740,1,20,.2663912,.2759086,.3042444,0,0,1,0,0,0,1,0,0,0,28.02414
741,1,20,.2883965,.2987,.3456754,0,0,1,0,0,0,0,1,0,1,28.02414
742,1,100,.3140087,.3252273,.3852432,0,0,1,0,0,0,0,1,0,0,28.02414
743,1,20,.2663912,.2759086,.3042444,0,0,1,0,1,0,0,1,0,0,28.02414
744,1,151.34,.3056407,.3165603,.3513352,0,0,1,0,1,0,0,1,1,0,28.02414
745,1,113.03,.2760461,.2859084,.3136823,0,0,1,0,0,0,0,1,1,1,28.02414
746,1,50,.2524472,.2614663,.2846761,0,0,1,1,1,0,0,1,0,0,28.02414
747,1,20,.2648974,.2743614,.29494,0,0,1,0,1,0,0,1,0,0,28.02414
748,1,110,.3374448,.3495007,.3877006,0,0,1,0,1,0,0,1,1,1,28.02414
749,1,20,.342379,.3546112,.3945221,0,0,1,1,0,0,0,1,1,0,28.02414
750,1,50,.2591994,.2684598,.2957925,0,0,1,1,0,0,0,1,0,0,28.02414
751,1,20,.2853867,.2955827,.3343147,0,0,1,0,0,0,0,1,0,0,28.02414
752,3,20,.2947672,.3052983,.3408336,0,0,1,1,0,0,0,1,0,0,28.02414
753,1,50,.2858793,.2960929,.3220988,0,0,1,0,1,0,0,1,0,0,28.02414
754,3,15,.2736567,.2834336,.3081177,0,0,1,0,1,0,1,0,0,0,28.02414
755,1,50,.269489,.279117,.3024549,0,0,1,0,1,0,0,1,0,0,28.02414
756,3,50,.276624,.2865069,.329089,0,0,1,1,0,0,0,1,0,0,28.02414
793,1,50,.3062491,.3185216,.3567288,0,0,1,1,0,0,0,1,0,0,27.63281
794,1,50,.2659329,.2765897,.3081177,0,0,1,0,1,0,1,0,0,1,27.63281
795,1,100,.4012361,.417315,.4654434,0,0,1,0,0,0,1,0,0,0,27.63281
796,2,80,.2898831,.3014998,.3426085,0,0,1,0,1,0,0,1,1,0,27.63281
797,1,20,.2843774,.2957734,.3476503,0,0,1,0,1,0,0,1,0,1,27.63281
798,3,50,.3045654,.3167704,.3608557,0,0,1,0,1,0,0,1,0,1,27.63281
799,1,60,.2932,.3049495,.3396863,0,0,1,0,1,0,0,1,0,1,27.63281
800,1,20,.2932,.3049495,.3396863,0,0,1,0,1,0,0,1,0,1,27.63281
801,2,10,.2648466,.2754599,.3082968,0,0,1,0,1,0,0,1,0,1,27.63281
802,1,20,.2764047,.2874812,.3221257,0,0,1,1,1,0,0,1,0,1,27.63281
803,1,40,.3116279,.324116,.3694078,0,0,1,1,0,0,0,1,0,0,27.63281
804,3,65,.2660286,.2766894,.3155794,0,0,1,1,0,0,0,1,0,1,27.63281
805,3,20,.314843,.3274599,.3735143,0,0,1,0,0,0,1,0,0,0,27.63281
806,1,20,.2773319,.2884455,.3343147,0,0,1,1,1,0,0,1,0,0,27.63281
807,1,50,.2588725,.2692464,.3042444,0,0,1,1,0,0,0,1,0,0,27.63281
808,1,50,.2625144,.2730343,.3086541,0,0,1,0,1,0,1,0,0,0,27.63281
809,1,40,.2815159,.2927972,.3396468,0,0,1,0,0,0,0,1,0,0,27.63281
810,2,150,.2990358,.3110192,.3467366,0,0,1,0,0,0,1,0,1,1,27.63281
847,3,30,.2568997,.266418,.2460116,0,0,0,0,0,0,0,1,0,1,28.65772
848,2,60,.3084432,.3198712,.3003908,0,0,0,1,0,0,1,0,0,0,28.65772
850,3,50,.269681,.2796729,.2652033,0,0,0,1,0,1,0,0,1,0,28.65772
851,3,70,.3383561,.3508925,.3263287,0,0,0,1,1,0,0,1,1,0,28.65772
852,1,25,.2677507,.2776711,.2620177,0,0,0,0,0,0,1,0,0,1,28.65772
853,3,30,.2989311,.3100068,.2869865,0,0,0,0,0,0,1,0,0,0,28.65772
854,1,50,.3300952,.3423255,.3227078,0,0,0,0,0,0,1,0,1,1,28.65772
855,3,50,.3474638,.3603377,.3470139,0,0,0,0,0,0,0,0,0,0,28.65772
856,3,30,.2798949,.2902653,.2744004,0,0,0,0,0,0,0,1,0,0,28.65772
858,3,70,.3671123,.3807141,.3280911,0,0,0,1,0,0,0,1,1,0,28.65772
859,2,50,.2604469,.2700967,.2524702,0,0,0,1,0,0,0,1,0,0,28.65772
860,3,50,.4341238,.4502085,.4287339,0,0,0,0,0,0,0,1,1,0,28.65772
861,3,10.01,.2498999,.2591589,.2419498,0,0,0,1,1,0,1,0,0,0,28.65772
862,1,40,.2677507,.2776711,.2620177,0,0,0,0,1,0,0,1,0,0,28.65772
863,1,20,.2968224,.3078199,.289561,0,0,0,0,1,0,0,1,1,0,28.65772
864,1,100.01,.2750602,.2852514,.2732417,0,0,0,0,0,0,0,1,0,0,28.65772
901,3,50,.2493229,.2585605,.2109088,0,0,0,1,1,0,0,1,0,0,27.86243
902,1,100,.2888274,.2995287,.2658252,0,0,0,0,1,0,0,1,1,0,27.86243
903,1,103.02,.2876001,.2982559,.2490884,0,0,0,0,0,0,0,1,1,0,27.86243
904,3,10,.2533194,.262705,.2180807,0,0,0,0,1,0,0,1,0,1,27.86243
905,3,50,.2757263,.2859422,.240112,0,0,0,1,1,0,0,1,0,0,27.86243
906,1,100.01,.2822892,.2927482,.255465,0,0,0,1,0,0,0,1,0,0,27.86243
907,3,25,.2656031,.2754439,.2272464,0,0,0,0,0,0,0,1,1,0,27.86243
908,3,85,.2433899,.2524077,.2069695,0,0,0,0,1,0,1,0,0,1,27.86243
909,1,20,.3034777,.3147218,.2625206,0,0,0,0,0,0,0,1,1,0,27.86243
910,3,30,.2835769,.2940837,.2509374,0,0,0,0,0,0,1,0,0,0,27.86243
911,3,70,.3063724,.3177238,.2649545,0,0,0,0,1,0,0,1,1,0,27.86243
912,3,50,.3040904,.3153572,.2657083,0,0,0,1,1,0,0,1,0,0,27.86243
913,3,20,.2626399,.2723709,.2205406,0,0,0,0,1,0,0,1,0,0,27.86243
914,1,25,.2591485,.2687502,.2209804,0,0,0,0,0,0,0,1,0,1,27.86243
915,1,30,.2565266,.2660312,.2177124,0,0,0,0,1,0,0,1,0,0,27.86243
