consumerid,choice,value_total,pg_km_adj,pgmidgrade_km_adj,pe_km_adj,dv_ctb,dv_bh,dv_rec,dv_female,dv_age_25to40y,dv_age_morethan65y,dv_somesecondary,dv_somecollege,dv_carpriceadj_p75p100,dv_usageveh_p75p100,stationvisit_avgcarprice_adj
170,3,28,.3402683,.3516143,.321514,0,0,0,1,0,0,0,1,0,0,31.5279
171,1,100,.4826794,.4987741,.5005421,0,0,0,1,0,0,0,1,1,0,31.5279
172,1,50,.3248134,.3356441,.3325315,0,0,0,0,0,0,0,1,1,0,31.5279
173,2,50,.322537,.3332918,.3251886,0,0,0,1,1,0,0,1,0,0,31.5279
174,1,50,.4223713,.436455,.4355122,0,0,0,1,0,1,0,1,1,0,31.5279
175,2,30,.3002145,.310225,.3166666,0,0,0,1,1,0,0,1,0,0,31.5279
176,1,30,.3008631,.3108953,.3192038,0,0,0,1,0,1,0,1,0,0,31.5279
177,2,50,.3248134,.3356441,.3325315,0,0,0,0,0,0,0,1,1,0,31.5279
178,1,50,.3239305,.3347318,.330702,0,0,0,1,0,0,0,1,0,0,31.5279
179,2,31,.3597995,.3717968,.3755538,0,0,0,1,0,0,0,1,1,0,31.5279
180,3,50,.2818986,.2912983,.2687333,0,0,0,1,1,0,0,1,0,0,31.5279
217,1,20,.2760382,.2864982,.2845458,0,0,0,0,0,0,1,0,0,0,28.26698
218,2,112.03,.2732606,.2836153,.277995,0,0,0,0,0,1,0,1,0,1,28.26698
219,1,100,.2478428,.2572344,.2455112,0,0,0,0,1,0,0,1,0,1,28.26698
220,3,100,.3001924,.3115676,.2952772,0,0,0,0,1,0,1,0,0,0,28.26698
221,3,50,.2721261,.2824379,.2740068,0,0,0,0,1,0,0,1,1,0,28.26698
222,3,40,.4800091,.4981982,.4884149,0,0,0,0,0,0,0,1,1,1,28.26698
223,1,95,.2755732,.2860156,.2682129,0,0,0,0,0,0,0,1,0,1,28.26698
224,3,60.01,.3288219,.341282,.3290048,0,0,0,0,1,0,1,0,1,0,28.26698
225,1,50,.3318377,.3444121,.340864,0,0,0,0,0,0,0,0,0,0,28.26698
226,3,38,.2498721,.2593406,.2414033,0,0,0,0,0,0,0,1,0,0,28.26698
227,3,20,.2607141,.2705934,.255999,0,0,0,0,1,0,0,1,0,0,28.26698
228,1,100,.273634,.2840029,.2685332,0,0,0,0,1,0,0,1,0,1,28.26698
229,1,100,.2478428,.2572344,.2455112,0,0,0,0,1,0,1,0,0,1,28.26698
230,1,60,.2385118,.2475498,.2450319,0,0,0,0,0,0,0,1,0,1,28.26698
231,1,120,.3433145,.3563238,.337907,0,0,0,0,1,0,1,0,1,1,28.26698
232,3,60,.3047132,.3162598,.3062384,0,0,0,0,0,0,0,1,0,1,28.26698
233,1,50,.3640134,.3778071,.3587732,0,0,0,0,0,0,1,0,0,1,28.26698
234,1,116.01,.2512812,.260803,.2490188,0,0,0,1,0,0,0,1,0,1,28.26698
271,1,80,.2698324,.2846638,.2693537,0,0,0,1,0,0,0,1,0,1,32.27898
272,1,58.72,.4529887,.4778873,.4411333,0,0,0,1,1,0,0,1,1,1,32.27898
273,1,72.49,.3028267,.3194716,.2879558,0,0,0,1,1,0,0,1,0,1,32.27898
274,1,25,.3179725,.33545,.3027895,0,0,0,1,1,0,1,0,0,0,32.27898
275,3,70.8,.2711354,.2860384,.2601698,0,0,0,0,1,0,1,0,0,0,32.27898
276,1,85,.301011,.3175561,.2844512,0,0,0,0,1,0,0,1,1,1,32.27898
277,1,67.9,.277156,.29239,.2756497,0,0,0,0,1,0,1,0,0,0,32.27898
278,3,45,.2672665,.2819569,.2563435,0,0,0,1,0,0,0,1,0,1,32.27898
279,1,20,.3179725,.33545,.3027895,0,0,0,0,0,0,0,1,0,0,32.27898
280,1,45,.2707972,.2856816,.2558915,0,0,0,1,1,0,1,0,0,1,32.27898
281,3,30,.27838,.2936812,.2736309,0,0,0,0,1,0,0,1,0,1,32.27898
282,1,30,.2672665,.2819569,.2563435,0,0,0,1,1,0,0,1,0,1,32.27898
283,1,72.38,.2813159,.2967785,.2829294,0,0,0,1,0,0,0,1,0,1,32.27898
284,3,30,.2672665,.2819569,.2563435,0,0,0,0,0,0,0,1,0,1,32.27898
285,1,85.79,.2462492,.2597843,.2330025,0,0,0,0,1,0,1,0,0,1,32.27898
286,1,110.84,.2698324,.2846638,.2693537,0,0,0,0,0,0,0,1,0,1,32.27898
287,1,20,.2704642,.2853303,.2547916,0,0,0,0,0,0,0,1,0,1,32.27898
288,3,40,.2462492,.2597843,.2330025,0,0,0,1,1,0,1,0,0,1,32.27898
325,3,19,.2513275,.2651926,.2809917,0,0,1,1,0,0,1,0,0,0,25.20679
326,1,50,.2519091,.2658063,.286511,0,0,1,0,1,0,1,0,0,1,25.20679
327,3,80,.3051769,.3220126,.3731548,0,0,1,0,1,0,0,1,0,0,25.20679
328,3,20,.2648734,.2794857,.2986229,0,0,1,1,1,0,0,1,0,0,25.20679
329,1,50,.2585892,.2728548,.290056,0,0,1,0,1,0,0,1,0,0,25.20679
330,1,90.5,.3056069,.3224664,.3457406,0,0,1,1,0,0,0,1,1,0,25.20679
331,3,20,.2660556,.2807331,.3056769,0,0,1,0,1,0,0,1,0,0,25.20679
332,3,126.1,.2900631,.3060651,.3272649,0,0,1,0,1,0,1,0,0,0,25.20679
333,1,50,.2738644,.2889727,.3150133,0,0,1,0,1,0,0,1,0,0,25.20679
334,1,20,.2779432,.2932766,.3198988,0,0,1,1,0,0,0,1,0,0,25.20679
335,1,20,.2686175,.2834364,.3029583,0,0,1,0,0,0,1,0,0,0,25.20679
336,1,50,.2519091,.2658063,.286511,0,0,1,0,0,1,0,1,0,1,25.20679
337,1,50,.2553561,.2694434,.2905467,0,0,1,0,1,0,0,1,0,0,25.20679
338,1,50,.2777333,.2930551,.3129699,0,0,1,0,0,0,0,1,0,0,25.20679
339,3,76.53,.2421631,.2555226,.2721059,0,0,1,1,0,0,0,1,0,0,25.20679
340,1,134.45,.2457422,.2592992,.2899794,0,0,1,0,0,0,0,1,0,0,25.20679
341,3,20,.2802851,.2957476,.3348286,0,0,1,0,1,0,0,1,0,1,25.20679
342,1,40,.3045962,.3213999,.3495326,0,0,1,0,0,0,0,1,0,1,25.20679
379,3,100,.2552668,.2691904,.3013115,0,0,1,1,1,0,0,1,0,1,25.8991
380,1,37,.2825865,.2980003,.3244737,0,0,1,0,0,0,0,1,0,1,25.8991
381,1,20,.2878032,.3035015,.3437106,0,0,1,1,1,0,0,1,0,1,25.8991
382,1,50,.2582675,.2723548,.2934126,0,0,1,0,1,0,1,0,0,1,25.8991
383,1,20,.2547812,.2686784,.2893371,0,0,1,0,0,0,1,0,0,1,25.8991
384,1,30,.2901979,.3060269,.3430976,0,0,1,1,1,0,0,1,0,1,25.8991
385,1,50,.284191,.2996923,.3375562,0,0,1,1,1,0,0,1,0,1,25.8991
386,1,50,.2612292,.275478,.2917109,0,0,1,0,0,0,0,1,0,1,25.8991
387,1,10,.2811121,.2964455,.3230542,0,0,1,0,1,0,0,1,0,1,25.8991
388,1,50,.2727806,.2876595,.3067486,0,0,1,1,0,0,0,1,0,1,25.8991
389,2,50,.2811121,.2964455,.3230542,0,0,1,1,0,1,0,1,0,1,25.8991
390,1,50,.2727806,.2876595,.3067486,0,0,1,0,0,0,0,1,0,1,25.8991
391,1,50,.2513878,.2650999,.2853733,0,0,1,0,0,0,0,1,0,1,25.8991
392,1,50,.2729807,.2878706,.3133354,0,0,1,1,1,0,0,1,0,1,25.8991
393,1,20,.3387736,.3572522,.3830657,0,0,1,0,0,0,0,1,1,1,25.8991
394,1,30,.2693232,.2840135,.3063583,0,0,1,1,1,0,0,1,0,1,25.8991
395,1,30,.2922596,.308201,.349477,0,0,1,0,0,0,1,0,0,1,25.8991
396,1,20,.2749487,.2899459,.317145,0,0,1,1,0,0,0,1,1,1,25.8991
433,3,30,.2942569,.3059002,.3258703,0,0,1,0,0,0,0,1,1,1,27.29726
434,3,70,.2508511,.2607768,.2771681,0,0,1,1,1,0,1,0,0,0,27.29726
435,1,71.44,.2759587,.2868779,.3118781,0,0,1,1,0,0,1,0,0,0,27.29726
436,3,25,.2632226,.2736379,.2871613,0,0,1,1,0,0,1,0,0,0,27.29726
437,1,25,.2800084,.2910879,.316641,0,0,1,0,1,0,1,0,0,1,27.29726
438,1,25,.2776573,.2886437,.3088025,0,0,1,1,1,0,0,1,1,0,27.29726
439,1,20,.2541929,.2642509,.2809235,0,0,1,0,0,0,1,0,0,1,27.29726
440,1,20,.447432,.4651362,.5103193,0,0,1,0,0,0,0,1,1,1,27.29726
441,1,12,.2794294,.290486,.3204665,0,0,1,1,1,0,1,0,0,0,27.29726
442,3,20,.2674463,.2780287,.2963628,0,0,1,0,0,0,0,1,0,0,27.29726
443,3,57.21,.2794294,.290486,.3204665,0,0,1,1,0,0,0,1,0,1,27.29726
444,1,20,.2878607,.2992509,.330689,0,0,1,0,0,0,0,1,0,0,27.29726
445,2,92.6,.3224547,.3352137,.3694036,0,0,1,0,0,0,0,1,1,1,27.29726
446,2,60,.3432785,.3568615,.3976973,0,0,1,0,0,0,0,1,0,1,27.29726
447,1,30,.2575606,.2677519,.2879913,0,0,1,1,1,0,0,1,0,0,27.29726
448,1,20,.2720245,.282788,.3072563,0,0,1,1,0,0,0,1,0,0,27.29726
449,1,50,.2788928,.2899281,.3254389,0,0,1,0,1,0,0,1,0,1,27.29726
450,1,50,.2610849,.2714156,.2920479,0,0,1,0,1,0,1,0,0,1,27.29726
487,1,150,.28714,.2970448,.2947492,0,0,0,0,0,0,1,0,0,1,32.70084
488,3,50,.315398,.3262776,.3296861,0,0,0,0,1,0,0,1,0,0,32.70084
489,1,50,.2907856,.3008161,.3039488,0,0,0,0,0,0,0,1,0,0,32.70084
490,3,60,.3314547,.3428881,.3339427,0,0,0,0,0,0,0,1,0,0,32.70084
491,1,118.8,.2882467,.2981897,.2701709,0,0,0,0,1,0,0,1,0,0,32.70084
492,1,30,.32471,.3359107,.3281383,0,0,0,0,1,0,0,1,0,0,32.70084
493,1,70,.3945009,.408109,.3647369,0,0,0,0,0,0,0,1,1,0,32.70084
494,1,102,.3117413,.3224947,.3098005,0,0,0,0,1,0,0,1,1,1,32.70084
495,3,104.27,.3188147,.3298121,.3152993,0,0,0,0,0,0,0,1,1,0,32.70084
496,3,20,.2798776,.2895319,.2806696,0,0,0,1,0,1,0,1,0,0,32.70084
497,1,100,.3945009,.408109,.3647369,0,0,0,1,1,0,0,1,1,0,32.70084
498,1,115.03,.3033495,.3138134,.3195209,0,0,0,1,1,0,0,1,0,0,32.70084
499,1,120,.3151595,.3260309,.332953,0,0,0,0,0,0,0,1,1,1,32.70084
500,1,60,.3144453,.325292,.3173821,0,0,0,0,0,1,0,1,1,0,32.70084
501,1,91,.3184734,.3294591,.3146145,0,0,0,0,0,1,1,0,0,0,32.70084
502,3,50,.3197121,.3307405,.3160251,0,0,0,0,0,0,0,1,1,0,32.70084
503,1,50,.3292294,.3405861,.3313899,0,0,0,0,0,0,0,1,1,1,32.70084
504,1,60,.2863555,.2962332,.2844147,0,0,0,1,1,0,0,1,0,0,32.70084
541,1,80,.3007417,.3171517,.28115,0,0,0,0,1,0,0,1,0,0,31.52537
542,3,30,.3382001,.356654,.3251433,0,0,0,0,1,0,0,1,0,0,31.52537
543,3,40,.294316,.3103754,.2992144,0,0,0,1,1,0,0,1,0,0,31.52537
544,1,50,.4872578,.5138451,.475177,0,0,0,0,0,0,1,0,1,0,31.52537
545,1,130,.2956112,.3117413,.278805,0,0,0,1,0,0,1,0,1,0,31.52537
546,3,51,.3315733,.3496657,.3225951,0,0,0,0,1,0,0,1,1,0,31.52537
548,1,70,.3668147,.38683,.3221767,0,0,0,1,0,0,0,1,1,1,31.52537
549,3,30,.2546488,.2685438,.2420633,0,0,0,0,1,0,0,1,0,0,31.52537
550,1,74.58,.3008606,.3172772,.2858342,0,0,0,0,0,0,0,1,0,0,31.52537
551,2,130,.3334027,.3515949,.3203532,0,0,0,0,0,1,0,1,1,0,31.52537
552,1,50,.336368,.354722,.3228592,0,0,0,0,0,0,0,1,1,1,31.52537
553,1,56,.2834247,.2988899,.273964,0,0,0,0,0,0,0,1,1,1,31.52537
554,3,90,.302463,.318967,.2896968,0,0,0,0,0,0,0,1,1,1,31.52537
555,1,70,.2923625,.3083153,.2789089,0,0,0,0,1,0,0,1,1,0,31.52537
556,3,50,.3036291,.3201967,.2868698,0,0,0,0,0,0,1,0,0,0,31.52537
557,1,100,.3978931,.4196042,.3826999,0,0,0,1,0,0,0,1,1,0,31.52537
558,1,30,.2957221,.3118582,.2847662,0,0,0,1,0,0,0,1,0,0,31.52537
595,3,20,.3000082,.3166815,.2857154,0,0,0,0,0,0,0,0,0,0,28.15373
596,3,66,.2942594,.3106132,.2932594,0,0,0,0,0,0,0,0,0,1,28.15373
597,3,10,.2880783,.3040886,.2870651,0,0,0,0,1,0,1,0,0,0,28.15373
598,3,30,.2715628,.2866552,.2604248,0,0,0,0,1,0,0,1,0,1,28.15373
599,1,20,.4907691,.5180442,.4882622,0,0,0,0,1,0,0,1,1,0,28.15373
600,1,15,.2674073,.2822688,.254712,0,0,0,0,1,0,0,1,0,0,28.15373
601,3,93,.3049305,.3218774,.3022045,0,0,0,0,0,0,1,0,1,0,28.15373
602,2,122,.2746973,.2899639,.2778573,0,0,0,1,1,0,0,1,0,0,28.15373
603,3,20,.2701099,.2851216,.2655714,0,0,0,1,1,0,0,1,1,1,28.15373
604,3,50,.2947246,.3111042,.2832404,0,0,0,0,0,0,1,0,0,0,28.15373
605,1,35,.279386,.2949132,.2779082,0,0,0,0,0,0,1,0,0,0,28.15373
606,1,50,.2533985,.2674815,.2454345,0,0,0,0,1,0,0,1,0,0,28.15373
607,1,50,.2933387,.3096413,.2821799,0,0,0,0,1,0,1,0,0,1,28.15373
608,1,74.01,.2595726,.2739987,.2490607,0,0,0,0,1,0,0,1,0,0,28.15373
609,1,20,.2438584,.2574111,.2449553,0,0,0,1,1,0,0,1,0,1,28.15373
610,1,50,.3436424,.3627408,.3317695,0,0,0,0,0,0,0,1,0,1,28.15373
611,1,30,.267638,.2825123,.2565899,0,0,0,0,1,0,1,0,0,0,28.15373
612,2,50,.2715628,.2866552,.2604248,0,0,0,0,1,0,1,0,0,1,28.15373
649,1,20,.2850673,.3013131,.3302619,0,0,1,1,0,0,0,1,0,0,29.7076
650,1,20,.2640456,.2790934,.29494,0,0,1,1,0,0,0,1,0,0,29.7076
651,1,50,.2746011,.2902505,.3125659,0,0,1,1,1,0,0,1,1,0,29.7076
652,1,20,.2655346,.2806672,.3042444,0,0,1,0,0,0,0,1,0,0,29.7076
653,1,30,.2826053,.2987107,.3179111,0,0,1,0,0,0,0,1,1,0,29.7076
654,1,30,.2868405,.3031873,.3227289,0,0,1,1,0,0,0,1,1,0,29.7076
655,3,20,.2999263,.3170189,.3406895,0,0,1,1,0,0,0,1,1,0,29.7076
656,1,55.8,.2686224,.283931,.3024549,0,0,1,0,0,0,0,1,0,0,29.7076
657,1,68.33,.2858337,.3021231,.3188919,0,0,1,1,0,0,0,1,0,0,29.7076
658,1,20,.3056698,.3230897,.3545852,0,0,1,0,0,1,1,0,0,0,29.7076
659,1,20,.2977447,.3147129,.350838,0,0,1,0,0,1,1,0,0,1,29.7076
660,1,20,.2844691,.3006807,.3343147,0,0,1,0,0,0,0,1,0,0,29.7076
661,3,20,.2731125,.288677,.3131935,0,0,1,0,1,0,0,1,0,0,29.7076
662,1,20,.3275072,.3461716,.380845,0,0,1,1,0,0,0,1,0,1,29.7076
663,1,120.39,.307595,.3251247,.3475347,0,0,1,0,1,0,0,1,1,0,29.7076
664,1,20,.3164046,.3344362,.3588484,0,0,1,0,1,0,0,1,1,0,29.7076
665,1,30,.2677392,.2829974,.2990822,0,0,1,1,1,0,0,1,0,1,29.7076
666,1,10,.2848521,.3010856,.3231086,0,0,1,0,1,0,0,1,0,1,29.7076
703,1,30,.269489,.279117,.3024549,0,0,1,0,0,0,0,1,0,0,28.02414
704,1,127.71,.3072684,.3182462,.3263544,0,0,1,0,1,0,0,1,0,0,28.02414
705,1,20,.2721339,.2818564,.3091288,0,0,1,0,0,0,0,1,1,0,28.02414
706,1,114.4,.2654275,.2749104,.3001012,0,0,1,1,1,0,0,1,0,0,28.02414
707,3,50,.2816856,.2917493,.3172996,0,0,1,0,0,0,0,1,0,0,28.02414
708,1,30,.2806673,.2906947,.3342544,0,0,1,0,1,0,0,1,0,0,28.02414
709,1,152.3,.2698115,.279451,.3037232,0,0,1,0,1,0,0,1,0,0,28.02414
710,3,20,.2739936,.2837825,.3131935,0,0,1,1,0,0,0,1,0,0,28.02414
711,1,20,.2591994,.2684598,.2957925,0,0,1,0,1,0,0,1,0,0,28.02414
712,1,141.84,.2654275,.2749104,.3001012,0,0,1,0,1,0,0,1,0,1,28.02414
713,1,40,.2737552,.2835357,.3155794,0,0,1,0,0,0,0,1,0,0,28.02414
714,1,50,.2775109,.2874255,.3135925,0,0,1,1,1,0,0,1,0,0,28.02414
715,3,40,.3617283,.3746518,.4177394,0,0,1,0,0,0,0,1,0,1,28.02414
716,3,10,.2736567,.2834336,.3081177,0,0,1,0,1,0,1,0,0,0,28.02414
717,3,20,.2737552,.2835357,.3155794,0,0,1,1,0,0,0,1,0,0,28.02414
718,1,101.54,.2760461,.2859084,.3136823,0,0,1,0,0,0,0,1,1,0,28.02414
719,1,161.8,.2995755,.3102784,.3656291,0,0,1,0,1,0,0,1,1,1,28.02414
720,1,113.33,.2737552,.2835357,.3155794,0,0,1,1,1,0,0,1,0,0,28.02414
757,2,30,.2693262,.280119,.3241375,0,0,1,0,0,0,0,1,0,0,27.63281
758,1,50,.2621962,.2727033,.3037232,0,0,1,0,1,0,0,1,0,0,27.63281
759,1,98,.255395,.2656296,.2965697,0,0,1,1,0,0,1,0,0,0,27.63281
760,3,20,.2998776,.3118947,.3475347,0,0,1,0,1,0,1,0,1,0,27.63281
761,1,123,.2485289,.2584883,.2917403,0,0,1,1,1,0,0,1,0,1,27.63281
762,1,20,.28801,.2995516,.3402382,0,0,1,0,0,0,0,1,1,1,27.63281
763,3,20,.2737352,.2847047,.3172996,0,0,1,0,1,0,0,1,0,0,27.63281
764,1,20,.3017308,.3138222,.3512597,0,0,1,0,0,0,1,0,0,0,27.63281
765,2,30,.2659329,.2765897,.3081177,0,0,1,0,1,0,0,1,0,0,27.63281
766,2,20,.2834005,.2947574,.3295186,0,0,1,0,0,0,0,1,1,0,27.63281
767,1,20,.2738366,.2848102,.3252182,0,0,1,0,1,0,1,0,0,0,27.63281
768,2,100,.2755148,.2865557,.3179111,0,0,1,0,0,0,0,1,1,0,27.63281
769,2,30,.2485902,.2585521,.2885332,0,0,1,1,0,0,1,0,0,0,27.63281
770,1,15,.2821168,.2934223,.3354645,0,0,1,0,0,0,1,0,0,0,27.63281
771,1,90,.2738366,.2848102,.3252182,0,0,1,1,0,0,1,0,0,0,27.63281
772,1,30,.2566255,.2669094,.2977394,0,0,1,0,1,0,0,1,0,0,27.63281
773,1,50,.3515188,.3656054,.4177394,0,0,1,1,0,1,1,0,0,0,27.63281
774,1,60,.2955749,.3074196,.3448675,0,0,1,1,1,0,0,1,0,1,27.63281
811,2,100,.266475,.2763481,.255839,0,0,0,0,0,0,1,0,0,0,28.65772
812,3,50,.2866603,.2972812,.2922401,0,0,0,0,1,0,0,1,0,0,28.65772
814,1,20,.297314,.3083297,.2902513,0,0,0,1,0,0,0,1,0,0,28.65772
816,2,119,.2641633,.2739507,.2561833,0,0,0,0,0,0,0,1,0,0,28.65772
817,1,50,.2711182,.2811634,.2692332,0,0,0,0,0,0,0,0,0,0,28.65772
818,3,50,.3006371,.311776,.2926677,0,0,0,1,1,0,0,1,0,0,28.65772
819,3,50,.2637427,.2735146,.2527872,0,0,0,0,0,0,0,0,0,0,28.65772
820,3,28.5,.2711182,.2811634,.2692332,0,0,0,1,0,0,0,1,0,0,28.65772
821,1,118.88,.2798949,.2902653,.2744004,0,0,0,1,0,0,0,1,0,0,28.65772
822,1,40,.2959178,.3068818,.2878866,0,0,0,1,0,0,1,0,0,0,28.65772
823,3,70,.3184105,.3302079,.3081683,0,0,0,0,1,0,0,1,1,0,28.65772
824,1,50,.2989172,.3099923,.2981863,0,0,0,0,1,0,0,1,0,0,28.65772
825,1,50,.2598203,.2694468,.2473994,0,0,0,1,1,0,0,1,0,0,28.65772
826,1,50,.2751477,.2853421,.2734599,0,0,0,1,0,0,0,1,0,0,28.65772
827,1,10.02,.2895663,.300295,.2883153,0,0,0,0,0,0,1,0,0,0,28.65772
828,3,10,.2742278,.2843882,.2634896,0,0,0,0,1,0,0,0,0,1,28.65772
865,1,110.91,.2876001,.2982559,.2490884,0,0,0,0,1,0,0,1,1,0,27.86243
866,3,40,.301659,.3128357,.2617203,0,0,0,0,1,0,0,1,1,0,27.86243
867,3,42.63,.2553934,.264856,.2144317,0,0,0,0,0,0,0,1,0,0,27.86243
868,1,62.01,.2705976,.2806234,.2430147,0,0,0,0,1,0,0,1,0,1,27.86243
869,3,20,.2966807,.307673,.2520897,0,0,0,0,0,1,0,1,1,1,27.86243
870,1,50,.2751477,.2853421,.2430585,0,0,0,0,1,0,0,1,0,0,27.86243
871,3,50,.2928209,.3036702,.2514955,0,0,0,0,0,1,0,1,0,0,27.86243
872,3,30,.2656031,.2754439,.2272464,0,0,0,0,1,0,0,1,1,1,27.86243
873,3,20,.3354063,.3478334,.2890736,0,0,0,0,1,0,0,0,0,0,27.86243
874,3,30,.2533194,.262705,.2180807,0,0,0,0,0,0,0,1,0,0,27.86243
875,3,20,.2527265,.2620902,.2138216,0,0,0,0,1,0,1,0,0,1,27.86243
876,1,20,.2606809,.2703394,.2101446,0,0,0,0,1,0,0,1,0,0,27.86243
